0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,0
3.0,3.0,3.0,1.0,15.0,0.0,13.0,1.0,1.0,13.0,8.0,0.0,10.0,11.0,10.0,10.0,192.0,19.0,145.0,31.0,132.0,28.0,127.0,29.0,114.0,11.0,11.0,13.0,8.0,1.0,4.0,0.19,38.0,38.0,46.0,22.0,0.0,0.0,11.0,32.73,0
3.0,3.0,4.0,2.0,21.0,1.0,12.0,7.0,1.0,9.0,3.0,2.0,36.0,29.0,36.0,36.0,826.0,75.0,453.0,101.0,413.0,298.0,415.0,94.0,377.0,15.0,15.0,16.0,12.0,1.0,4.0,0.66,139.0,139.0,158.0,78.0,0.0,0.0,37.0,10.92,1
1.0,1.0,2.0,1.0,7.0,0.0,5.0,1.0,1.0,6.0,4.0,2.0,19.0,6.0,19.0,19.0,213.0,38.0,105.0,32.0,84.0,72.0,98.0,31.0,78.0,5.0,5.0,5.0,3.0,1.0,1.0,0.69,36.0,36.0,38.0,25.0,0.0,0.0,20.0,21.05,0
2.0,2.0,2.0,1.0,12.0,0.0,10.0,2.0,1.0,7.0,5.0,0.0,8.0,10.0,8.0,8.0,111.0,9.0,83.0,26.0,74.0,19.0,68.0,26.0,59.0,7.0,7.0,7.0,4.0,1.0,4.0,0.23,22.0,22.0,22.0,11.0,0.0,0.0,9.0,50.0,0
1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,6.0,2.0,6.0,11.0,34.0,5.0,29.0,11.0,22.0,0.0,29.0,11.0,22.0,4.0,4.0,4.0,4.0,2.0,3.0,0.0,10.0,10.0,10.0,9.0,0.0,0.0,7.0,66.67,0
1.0,1.0,1.0,1.0,9.0,0.0,7.0,2.0,1.0,2.0,0.0,0.0,11.0,0.0,11.0,11.0,111.0,14.0,84.0,26.0,72.0,22.0,53.0,26.0,41.0,2.0,2.0,2.0,1.0,1.0,1.0,0.26,17.0,17.0,17.0,11.0,0.0,0.0,12.0,0.0,0
1.0,1.0,1.0,1.0,13.0,0.0,10.0,2.0,1.0,6.0,4.0,3.0,31.0,2.0,31.0,31.0,614.0,54.0,454.0,122.0,401.0,107.0,415.0,116.0,367.0,3.0,3.0,4.0,1.0,1.0,3.0,0.24,54.0,54.0,55.0,47.0,0.0,0.0,32.0,37.1,0
1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,9.0,0.0,9.0,18.0,81.0,9.0,71.0,36.0,54.0,5.0,64.0,29.0,54.0,2.0,2.0,2.0,1.0,2.0,1.0,0.07,11.0,11.0,11.0,9.0,0.0,0.0,10.0,11.11,0
1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,10.0,19.0,90.0,18.0,64.0,29.0,39.0,8.0,54.0,21.0,37.0,2.0,2.0,2.0,1.0,2.0,2.0,0.12,17.0,17.0,17.0,16.0,0.0,0.0,11.0,85.0,0
1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,3.0,3.0,21.0,3.0,18.0,7.0,14.0,0.0,13.0,7.0,9.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,5.0,5.0,5.0,3.0,0.0,0.0,8.0,33.33,0
1.0,1.0,1.0,1.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,2.0,16.0,3.0,13.0,9.0,10.0,0.0,10.0,9.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,7.0,70.0,0
1.0,1.0,1.0,1.0,7.0,1.0,5.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,3.0,3.0,33.0,6.0,23.0,12.0,18.0,4.0,16.0,11.0,12.0,3.0,3.0,3.0,1.0,2.0,1.0,0.17,5.0,5.0,5.0,3.0,0.0,0.0,8.0,33.33,0
2.0,2.0,2.0,1.0,5.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0,48.0,6.0,40.0,23.0,32.0,2.0,40.0,23.0,32.0,4.0,4.0,4.0,1.0,1.0,1.0,0.05,15.0,15.0,15.0,7.0,0.0,0.0,8.0,14.29,0
1.0,1.0,1.0,1.0,9.0,0.0,8.0,0.0,1.0,2.0,0.0,2.0,6.0,1.0,6.0,6.0,65.0,8.0,56.0,31.0,47.0,1.0,53.0,30.0,44.0,4.0,4.0,4.0,1.0,1.0,2.0,0.02,13.0,13.0,13.0,7.0,0.0,0.0,7.0,41.67,0
5.0,5.0,5.0,2.0,28.0,3.0,21.0,5.0,1.0,3.0,0.0,1.0,6.0,16.0,6.0,12.0,194.0,27.0,141.0,52.0,124.0,34.0,101.0,42.0,94.0,12.0,12.0,12.0,9.0,2.0,3.0,0.24,30.0,30.0,32.0,16.0,0.0,0.0,17.0,29.55,0
1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,10.0,10.0,134.0,34.0,100.0,53.0,65.0,0.0,91.0,53.0,56.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,37.0,37.0,37.0,34.0,0.0,0.0,11.0,0.0,0
