Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Module File,"D:\thesis2\real 106 project\zipline\scripts\generate_new_sample_saved_state.py",D:\thesis2\real 106 project\zipline\scripts\generate_new_sample_saved_state.py,3,3,3,1,27,5,15,0,,,,,0,3,,2,,,,,143,32,97,43,69,15,6,1,57,39,33,4,4,4,1,4,4,4,1,,2,"0.15",10,10,10,3
Module File,"D:\thesis2\real 106 project\zipline\scripts\run_algo.py",D:\thesis2\real 106 project\zipline\scripts\run_algo.py,2,2,2,1,5,0,0,0,,,,,0,1,,0,,,,,26,3,8,4,5,15,2,0,8,4,5,2,2,2,1,2,2,2,1,,1,"1.88",2,2,2,1
Module File,"D:\thesis2\real 106 project\zipline\setup.py",D:\thesis2\real 106 project\zipline\setup.py,2,2,2,2,16,1,10,0,,,,,1,10,,9,,,,,220,35,163,50,135,23,1,0,83,40,63,1,1,1,1,6,6,7,5,,2,"0.14",24,24,25,20
File,"D:\thesis2\real 106 project\zipline\tests\__init__.py",D:\thesis2\real 106 project\zipline\tests\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
File,"D:\thesis2\real 106 project\zipline\tests\data\__init__.py",D:\thesis2\real 106 project\zipline\tests\data\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\zipline\tests\data\test_us_equity_pricing.py",D:\thesis2\real 106 project\zipline\tests\data\test_us_equity_pricing.py,1,1,1,1,10,0,9,1,,,,,1,20,,19,,,,,303,32,225,104,169,58,1,0,114,79,82,1,1,1,1,5,5,5,1,,3,"0.26",31,31,31,20
File,"D:\thesis2\real 106 project\zipline\tests\finance\__init__.py",D:\thesis2\real 106 project\zipline\tests\finance\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\zipline\tests\finance\test_slippage.py",D:\thesis2\real 106 project\zipline\tests\finance\test_slippage.py,2,2,2,1,95,16,75,3,,,,,1,5,,5,,,,,645,100,489,46,471,56,0,0,109,42,95,0,0,0,0,4,4,4,1,,2,"0.11",12,12,12,5
Module File,"D:\thesis2\real 106 project\zipline\tests\history_cases.py",D:\thesis2\real 106 project\zipline\tests\history_cases.py,3,3,3,3,174,0,8,3,,,,,0,3,,2,,,,,647,57,521,17,513,69,1,0,27,17,19,2,2,2,1,5,5,5,5,,2,"0.13",10,10,10,9
File,"D:\thesis2\real 106 project\zipline\tests\pipeline\__init__.py",D:\thesis2\real 106 project\zipline\tests\pipeline\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\zipline\tests\pipeline\base.py",D:\thesis2\real 106 project\zipline\tests\pipeline\base.py,1,1,1,1,12,1,8,4,,,,,1,9,,8,,,,,132,21,69,33,46,42,1,0,43,30,23,1,1,1,1,3,3,3,1,,2,"0.61",12,12,12,9
Module File,"D:\thesis2\real 106 project\zipline\tests\pipeline\test_adjusted_array.py",D:\thesis2\real 106 project\zipline\tests\pipeline\test_adjusted_array.py,1,1,1,1,22,2,17,3,,,,,1,12,,12,,,,,325,57,229,89,177,42,0,0,95,58,74,0,0,0,0,3,3,3,1,,2,"0.18",21,21,21,12
Module File,"D:\thesis2\real 106 project\zipline\tests\pipeline\test_engine.py",D:\thesis2\real 106 project\zipline\tests\pipeline\test_engine.py,1,1,1,1,20,2,17,1,,,,,11,30,,30,,,,,755,111,593,249,494,56,0,0,290,209,227,0,0,0,0,4,4,4,1,,2,"0.09",39,39,40,30
Module File,"D:\thesis2\real 106 project\zipline\tests\pipeline\test_factor.py",D:\thesis2\real 106 project\zipline\tests\pipeline\test_factor.py,1,1,1,1,24,1,21,1,,,,,3,8,,8,,,,,224,29,177,51,153,19,0,0,62,46,43,0,0,0,0,2,2,2,1,,1,"0.11",11,11,11,8
Module File,"D:\thesis2\real 106 project\zipline\tests\pipeline\test_filter.py",D:\thesis2\real 106 project\zipline\tests\pipeline\test_filter.py,2,2,2,1,26,3,17,5,,,,,4,11,,11,,,,,335,53,220,101,184,65,0,0,129,88,106,0,0,0,0,7,7,7,3,,2,"0.30",27,27,27,13
