Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Module File,"D:\thesis2\real 106 project\sh\setup.py",D:\thesis2\real 106 project\sh\setup.py,2,2,2,1,30,0,0,0,,,,,0,1,,0,,,,,37,3,34,6,30,0,2,0,9,6,3,2,2,2,1,2,2,2,1,,1,"0.00",2,2,2,1
Module File,"D:\thesis2\real 106 project\sh\sh.py",D:\thesis2\real 106 project\sh\sh.py,2,2,3,1,14,2,9,2,,,,,15,125,,124,,,,,2352,536,1293,419,1112,534,108,2,1109,406,936,10,10,11,1,34,34,44,9,,4,"0.41",361,361,391,190
Module File,"D:\thesis2\real 106 project\sh\test.py",D:\thesis2\real 106 project\sh\test.py,1,1,1,1,13,1,10,0,,,,,6,140,,139,,,,,1968,486,1394,537,1138,93,16,1,1018,530,753,6,6,6,4,7,7,7,4,,4,"0.07",201,201,202,158
Unknown Class,"TestCase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Class,"sh.Command",D:\thesis2\real 106 project\sh\sh.py,3,3,3,1,15,2,11,1,1,9,2,0,,,,,12,5,14,14,364,80,203,59,186,86,,,154,57,139,,,,,11,11,11,3,1,4,"0.42",53,53,53,20
Function,"sh.Command.__call__(self,args,kwargs)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,74,20,43,13,42,11,288,2,41,13,40,11,11,11,1,,,,,,3,"0.26",,,,
Function,"sh.Command.__enter__(self)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,3,0,3,1,2,0,1,0,3,1,2,1,1,1,1,,,,,,0,"0.00",,,,
Function,"sh.Command.__eq__(self,other)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,5,0,5,1,4,0,2,0,5,1,4,2,2,2,1,,,,,,1,"0.00",,,,
Function,"sh.Command.__exit__(self,typ,value,traceback)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"sh.Command.__getattribute__(self,name)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,12,2,9,1,8,1,4,1,9,1,8,4,4,4,3,,,,,,1,"0.11",,,,
Function,"sh.Command.__init__(self,path)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,13,3,9,7,8,1,2,0,9,7,8,2,2,2,1,,,,,,1,"0.11",,,,
Function,"sh.Command.__repr__(self)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,4,0,2,1,1,2,1,0,2,1,1,1,1,1,1,,,,,,0,"1.00",,,,
Function,"sh.Command.__str__(self)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,7,0,5,1,4,2,2,0,4,1,3,2,2,2,1,,,,,,1,"0.40",,,,
Function,"sh.Command.__unicode__(self)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,7,0,5,2,4,2,2,0,5,2,4,2,2,2,1,,,,,,1,"0.40",,,,
Function,"sh.Command._aggregate_keywords(self,keywords,sep,raw)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,24,2,19,4,18,3,10,1,16,4,15,8,8,8,1,,,,,,4,"0.16",,,,
Function,"sh.Command._compile_args(self,args,kwargs,sep)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,20,3,15,4,14,2,7,1,12,4,11,6,6,6,1,,,,,,3,"0.13",,,,
Function,"sh.Command._create(cls,program,default_kwargs)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,10,2,8,3,7,0,4,1,8,3,7,3,3,3,1,,,,,,1,"0.00",,,,
Function,"sh.Command._extract_call_args(kwargs,to_override)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,22,4,17,7,16,1,12,1,16,7,15,6,6,6,3,,,,,,2,"0.06",,,,
Function,"sh.Command.bake(self,args,kwargs)",D:\thesis2\real 106 project\sh\sh.py,,,,,,,,,,,,,,,,,,,,,20,3,17,6,16,0,4,1,17,6,16,4,4,4,3,,,,,,3,"0.00",,,,
Class,"sh.CommandNotFound",D:\thesis2\real 106 project\sh\sh.py,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,14,1,0,1,1,1,0,,,2,1,1,,,,,0,0,0,0,5,0,"0.00",0,0,0,0
Class,"sh.DoneReadingForever",D:\thesis2\real 106 project\sh\sh.py,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,0,0,12,1,0,1,1,1,0,,,2,1,1,,,,,0,0,0,0,3,0,"0.00",0,0,0,0
