Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Class,"BuildFW.BuildState",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,1,1,1,1,5,0,5,0,0,1,0,0,,,,,6,6,6,6,41,6,35,22,25,0,,,32,17,25,,,,,3,3,3,1,0,3,"0.00",9,9,9,6
Function,"BuildFW.BuildState.__init__(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.BuildState.get_save_path(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.BuildState.persist(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,7,0,7,4,6,0,2,0,7,3,6,2,2,2,1,,,,,,1,"0.00",,,,
Function,"BuildFW.BuildState.reload(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,8,0,8,5,7,0,3,0,8,4,7,3,3,3,1,,,,,,3,"0.00",,,,
Function,"BuildFW.BuildState.reset(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,6,0,6,6,5,0,1,0,6,6,5,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.BuildState.set_slave_properties(self,architectures,linked_archive_paths,built_fw_path,built_embedded_fw_path)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,9,0,9,4,5,0,1,0,6,1,5,1,1,1,1,,,,,,0,"0.00",,,,
Class,"BuildFW.Project",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,2,2,2,1,9,0,9,0,0,5,1,0,,,,,19,19,19,19,239,22,172,70,152,45,,,141,70,121,,,,,10,10,10,1,0,3,"0.26",45,45,51,19
Function,"BuildFW.Project.__init__(self,filename)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,35,3,32,23,31,0,2,0,26,23,25,2,2,2,1,,,,,,1,"0.00",,,,
Function,"BuildFW.Project.build_dereference_list(self,all_objects,parent,key,obj)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,13,0,13,5,12,0,7,1,11,5,10,7,7,8,1,,,,,,2,"0.00",,,,
Function,"BuildFW.Project.build_full_paths(self,node,base_path)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,24,0,20,4,19,4,54,2,19,4,18,10,10,10,1,,,,,,3,"0.20",,,,
Function,"BuildFW.Project.fix_keys(self,obj)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,5,0,5,3,4,0,2,0,5,3,4,2,2,2,1,,,,,,1,"0.00",,,,
Function,"BuildFW.Project.get_all_archs_link_command(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,6,0,6,2,5,0,1,0,5,2,4,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_archive_search_paths(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,3,0,3,1,2,0,1,0,3,1,2,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_build_phase_files(self,build_phase_name,filter_func)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,4,0,4,3,3,0,1,0,4,3,3,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_containing_path(self,node)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_exe_path(self,node)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,6,0,5,2,4,1,2,0,5,2,4,2,2,2,1,,,,,,1,"0.20",,,,
Function,"BuildFW.Project.get_linked_archive_path(self,architecture)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_linked_ufw_archive_path(self,architecture)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_local_archs_link_command(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,8,0,8,2,7,0,1,0,7,2,6,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.get_single_arch_link_command(self,architecture)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,16,0,15,2,14,1,4,1,10,2,9,3,3,3,1,,,,,,1,"0.07",,,,
Function,"BuildFW.Project.get_slave_environment(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,13,0,13,6,12,0,4,1,10,6,9,4,4,7,1,,,,,,3,"0.00",,,,
Function,"BuildFW.Project.get_slave_project_build_command(self)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,14,0,14,2,13,0,1,0,6,2,5,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.is_key(self,obj)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,2,0,2,1,1,0,1,0,2,1,1,1,1,3,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.load_from_file(self,filename)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,11,0,11,5,10,0,2,0,11,5,10,2,2,2,1,,,,,,1,"0.00",,,,
Function,"BuildFW.Project.movable_headers_relative_to(self,relative_path)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,5,0,5,3,4,0,1,0,4,3,3,1,1,1,1,,,,,,0,"0.00",,,,
Function,"BuildFW.Project.unpack_objects(self,deref_list)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,7,0,7,2,6,0,3,0,6,2,5,3,3,3,1,,,,,,2,"0.00",,,,
Function,"BuildFW.add_symlinks_to_framework(project)",D:\thesis2\real 106 project\iOS-Universal-Framework\devel\src\BuildFW.py,,,,,,,,,,,,,,,,,,,,,8,0,8,2,7,0,4,1,8,2,7,3,3,3,1,,,,,,1,"0.00",,,,
