Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Module File,"D:\thesis2\real 106 project\awesome-java\scripts\sort.py",D:\thesis2\real 106 project\awesome-java\scripts\sort.py,3,3,3,1,16,3,20,7,,,,,0,2,,1,,,,,50,9,22,9,21,19,2,0,20,7,19,2,2,2,1,4,4,4,1,,3,"0.86",6,6,6,2
Function,"sort.main()",D:\thesis2\real 106 project\awesome-java\scripts\sort.py,,,,,,,,,,,,,,,,,,,,,30,3,20,9,19,7,4,1,18,7,17,4,4,4,1,,,,,,3,"0.35",,,,
