Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Module File,"D:\thesis2\real 106 project\bottle\bottle.py",D:\thesis2\real 106 project\bottle\bottle.py,2,2,2,1,9,0,6,1,,,,,67,330,,329,,,,,3990,696,2585,1080,2038,796,14208,4,2340,985,1872,23,23,27,3,27,27,31,16,,5,"0.31",826,826,924,492
Module File,"D:\thesis2\real 106 project\bottle\docs\conf.py",D:\thesis2\real 106 project\bottle\docs\conf.py,1,1,1,1,17,0,0,0,,,,,0,1,,0,,,,,28,5,21,17,17,2,1,0,19,17,15,1,1,1,1,1,1,1,1,,0,"0.10",1,1,1,1
Module File,"D:\thesis2\real 106 project\bottle\setup.py",D:\thesis2\real 106 project\bottle\setup.py,3,3,3,1,33,0,0,0,,,,,0,1,,0,,,,,46,7,38,5,33,1,4,1,10,5,5,3,3,3,1,3,3,3,1,,1,"0.03",3,3,3,1
Module File,"D:\thesis2\real 106 project\bottle\test\example_settings.py",D:\thesis2\real 106 project\bottle\test\example_settings.py,1,1,1,1,5,0,0,0,,,,,0,1,,0,,,,,5,0,5,1,5,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,0,"0.00",1,1,1,1
Module File,"D:\thesis2\real 106 project\bottle\test\servertest.py",D:\thesis2\real 106 project\bottle\test\servertest.py,8,8,8,5,25,0,0,0,,,,,0,1,,0,,,,,38,8,30,8,25,0,18,1,29,8,24,8,8,8,5,8,8,8,5,,2,"0.00",8,8,8,5
Module File,"D:\thesis2\real 106 project\bottle\test\test_auth.py",D:\thesis2\real 106 project\bottle\test\test_auth.py,1,1,1,1,3,0,3,0,,,,,1,2,,2,,,,,12,2,9,6,3,1,0,0,8,5,3,0,0,0,0,1,1,1,1,,0,"0.11",2,2,2,2
Module File,"D:\thesis2\real 106 project\bottle\test\test_config.py",D:\thesis2\real 106 project\bottle\test\test_config.py,1,1,1,1,8,0,9,0,,,,,1,8,,7,,,,,87,13,71,20,60,4,2,0,71,20,60,2,2,2,1,2,2,2,1,,1,"0.06",10,10,10,8
Module File,"D:\thesis2\real 106 project\bottle\test\test_contextlocals.py",D:\thesis2\real 106 project\bottle\test\test_contextlocals.py,1,1,1,1,6,0,6,0,,,,,1,6,,5,,,,,45,11,30,12,21,5,2,0,30,12,21,2,2,2,1,2,2,2,1,,1,"0.17",7,7,7,6
Module File,"D:\thesis2\real 106 project\bottle\test\test_environ.py",D:\thesis2\real 106 project\bottle\test\test_environ.py,1,1,1,1,8,0,8,0,,,,,4,87,,86,,,,,853,110,700,210,605,67,2,0,656,210,554,2,2,2,1,4,4,5,1,,2,"0.10",107,107,108,87
Module File,"D:\thesis2\real 106 project\bottle\test\test_fileupload.py",D:\thesis2\real 106 project\bottle\test\test_fileupload.py,1,1,1,1,5,0,5,0,,,,,1,9,,9,,,,,66,11,53,24,38,2,0,0,53,24,38,0,0,0,0,1,1,1,1,,0,"0.04",9,9,9,9
