Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Module File,"D:\thesis2\real 106 project\tweepy\bindings_url_parser.py",D:\thesis2\real 106 project\tweepy\bindings_url_parser.py,2,2,2,1,6,0,6,0,,,,,0,3,,2,,,,,33,9,23,16,17,1,2,0,23,15,17,2,2,2,1,4,4,4,1,,4,"0.04",7,7,7,3
Module File,"D:\thesis2\real 106 project\tweepy\docs\conf.py",D:\thesis2\real 106 project\tweepy\docs\conf.py,1,1,1,1,19,0,0,0,,,,,0,1,,0,,,,,198,52,21,14,19,125,1,0,18,14,16,1,1,1,1,1,1,1,1,,0,"5.95",1,1,1,1
File,"D:\thesis2\real 106 project\tweepy\examples\__init__.py",D:\thesis2\real 106 project\tweepy\examples\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\tweepy\examples\oauth.py",D:\thesis2\real 106 project\tweepy\examples\oauth.py,1,1,1,1,10,0,0,0,,,,,0,1,,0,,,,,34,8,12,8,10,14,1,0,12,8,10,1,1,1,1,1,1,1,1,,0,"1.17",1,1,1,1
Module File,"D:\thesis2\real 106 project\tweepy\examples\streaming.py",D:\thesis2\real 106 project\tweepy\examples\streaming.py,1,1,1,1,5,0,2,0,,,,,1,3,,2,,,,,35,8,20,14,13,7,2,0,20,14,13,2,2,2,1,2,2,2,1,,1,"0.35",4,4,4,3
Module File,"D:\thesis2\real 106 project\tweepy\setup.py",D:\thesis2\real 106 project\tweepy\setup.py,2,2,2,1,34,0,0,0,,,,,0,1,,0,,,,,43,4,37,10,34,2,2,0,13,10,10,2,2,2,1,2,2,2,1,,1,"0.05",2,2,2,1
File,"D:\thesis2\real 106 project\tweepy\tests\__init__.py",D:\thesis2\real 106 project\tweepy\tests\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\tweepy\tests\config.py",D:\thesis2\real 106 project\tweepy\tests\config.py,1,1,1,1,7,0,4,0,,,,,1,3,,2,,,,,42,10,31,20,21,1,2,0,25,20,15,3,3,3,1,3,3,3,1,,1,"0.03",5,5,5,3
Module File,"D:\thesis2\real 106 project\tweepy\tests\test_api.py",D:\thesis2\real 106 project\tweepy\tests\test_api.py,1,1,1,1,4,0,4,0,,,,,3,65,,64,,,,,476,98,333,173,200,48,2,0,248,117,170,2,2,2,1,3,3,3,3,,2,"0.14",75,75,75,67
Module File,"D:\thesis2\real 106 project\tweepy\tests\test_auth.py",D:\thesis2\real 106 project\tweepy\tests\test_auth.py,1,1,1,1,7,1,8,1,,,,,1,3,,2,,,,,35,7,26,18,17,2,2,0,25,18,16,2,2,2,1,2,2,2,1,,1,"0.08",4,4,4,3
Module File,"D:\thesis2\real 106 project\tweepy\tests\test_cursors.py",D:\thesis2\real 106 project\tweepy\tests\test_cursors.py,1,1,1,1,4,0,4,0,,,,,1,7,,6,,,,,55,12,39,26,20,4,2,0,32,20,19,2,2,2,1,2,2,2,1,,1,"0.10",8,8,8,7
