Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
Unknown Class,"BaseHandler",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
File,"D:\thesis2\real 106 project\zulip\analytics\__init__.py",D:\thesis2\real 106 project\zulip\analytics\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
File,"D:\thesis2\real 106 project\zulip\analytics\management\__init__.py",D:\thesis2\real 106 project\zulip\analytics\management\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\__init__.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\__init__.py,0,0,0,0,0,0,0,0,,,,,0,0,,0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,"0.00",0,0,0,0
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\active_user_stats.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\active_user_stats.py,14,14,14,1,42,6,33,3,,,,,1,1,,1,,,,,57,12,42,19,34,3,0,0,40,19,32,0,0,0,0,14,14,14,1,,3,"0.07",14,14,14,1
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\active_user_stats_by_day.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\active_user_stats_by_day.py,2,2,2,1,8,0,8,0,,,,,1,1,,1,,,,,24,5,19,10,11,0,0,0,16,10,8,0,0,0,0,2,2,2,1,,1,"0.00",2,2,2,1
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\analyze_mit.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\analyze_mit.py,6,6,6,1,32,3,28,0,,,,,1,2,,2,,,,,81,11,69,30,58,1,0,0,59,30,48,0,0,0,0,11,11,11,1,,3,"0.01",13,13,13,2
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\analyze_user_activity.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\analyze_user_activity.py,2,2,2,2,12,2,9,0,,,,,1,2,,2,,,,,57,16,41,17,31,0,0,0,29,17,19,0,0,0,0,4,4,4,3,,2,"0.00",5,5,5,4
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\client_activity.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\client_activity.py,2,2,2,2,17,1,12,4,,,,,1,3,,3,,,,,74,13,48,20,38,13,0,0,37,19,28,0,0,0,0,4,4,4,4,,3,"0.27",8,8,8,6
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\realm_stats.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\realm_stats.py,1,1,1,1,10,1,9,0,,,,,1,12,,11,,,,,152,30,117,49,98,5,1,0,84,47,66,1,1,1,1,6,6,6,3,,3,"0.04",18,18,18,14
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\stream_stats.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\stream_stats.py,3,3,3,3,15,0,14,0,,,,,1,2,,2,,,,,40,5,35,15,28,0,0,0,33,14,26,0,0,0,0,6,6,6,6,,3,"0.00",7,7,7,7
Module File,"D:\thesis2\real 106 project\zulip\analytics\management\commands\user_stats.py",D:\thesis2\real 106 project\zulip\analytics\management\commands\user_stats.py,2,2,2,1,9,0,8,0,,,,,1,3,,3,,,,,41,8,33,17,24,0,0,0,31,16,22,0,0,0,0,6,6,6,3,,3,"0.00",8,8,8,5
Module File,"D:\thesis2\real 106 project\zulip\analytics\urls.py",D:\thesis2\real 106 project\zulip\analytics\urls.py,1,1,1,1,5,0,0,0,,,,,0,1,,0,,,,,8,2,6,2,5,0,1,0,2,2,1,1,1,1,1,1,1,1,1,,0,"0.00",1,1,1,1
