Kind,Name,File,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
File,"D:\thesis2\real 106 project\howdoi\howdoi\__init__.py",D:\thesis2\real 106 project\howdoi\howdoi\__init__.py,1,1,1,1,1,0,0,0,,,,,0,1,,0,,,,,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,,0,"0.00",1,1,1,1
Module File,"D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,3,3,3,1,12,0,10,0,,,,,0,16,,15,,,,,267,53,200,72,164,15,32,2,176,71,140,7,7,8,1,9,9,11,6,,4,"0.07",54,54,59,29
Module File,"D:\thesis2\real 106 project\howdoi\setup.py",D:\thesis2\real 106 project\howdoi\setup.py,2,2,2,2,20,0,9,0,,,,,0,3,,2,,,,,75,9,65,14,59,1,1,0,23,14,17,1,1,1,1,4,4,4,4,,3,"0.02",7,7,7,6
Module File,"D:\thesis2\real 106 project\howdoi\test_howdoi.py",D:\thesis2\real 106 project\howdoi\test_howdoi.py,1,1,1,1,5,0,5,0,,,,,2,15,,14,,,,,106,23,81,38,62,2,2,0,68,38,49,2,2,2,1,4,4,4,1,,1,"0.02",20,20,20,15
Unknown Class,"TestCase",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.00",,,,
Package,"howdoi",,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0
Package,"howdoi",,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0
Package,"howdoi",,3,3,3,1,12,0,10,0,,,,,0,,1,15,,,,,267,53,200,72,164,15,,,176,71,140,,,,,9,9,11,6,,4,,54,54,59,29
Package,"howdoi",,0,0,0,0,0,0,0,0,,,,,0,,0,0,,,,,0,0,0,0,0,0,,,0,0,0,,,,,0,0,0,0,,0,,0,0,0,0
Package,"howdoi",,1,1,1,1,1,0,0,0,,,,,0,,1,0,,,,,1,0,1,1,1,0,,,1,1,1,,,,,1,1,1,1,,0,,1,1,1,1
Function,"howdoi.howdoi.clear_cache()",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,3,0,3,2,2,0,2,0,3,2,2,2,2,2,1,,,,,,1,"0.00",,,,
Function,"howdoi.howdoi.command_line_runner()",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,28,6,21,3,20,1,11,1,20,3,19,7,7,7,4,,,,,,1,"0.05",,,,
Function,"howdoi.howdoi.enable_cache()",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,4,0,4,1,3,0,2,0,4,1,3,2,2,2,1,,,,,,1,"0.00",,,,
Function,"howdoi.howdoi.format_output(code,args)",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,24,3,18,3,17,3,10,1,16,3,15,6,6,6,6,,,,,,2,"0.17",,,,
Function,"howdoi.howdoi.get_answer(args,links)",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,32,2,30,10,29,0,14,1,27,10,26,9,9,11,3,,,,,,4,"0.00",,,,
Function,"howdoi.howdoi.get_instructions(args)",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,19,1,18,8,17,0,6,1,18,8,17,5,5,5,4,,,,,,2,"0.00",,,,
Function,"howdoi.howdoi.get_link_at_pos(links,position)",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,10,1,9,1,8,0,3,0,8,1,7,3,3,3,1,,,,,,1,"0.00",,,,
Function,"howdoi.howdoi.get_links(query)",D:\thesis2\real 106 project\howdoi\howdoi\howdoi.py,,,,,,,,,,,,,,,,,,,,,5,0,5,3,4,0,1,0,4,3,3,1,1,2,1,,,,,,0,"0.00",,,,
