,file,class_name,cohesion
7091,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\blocking_input.py,blocking_input.BlockingContourLabeler,37.5%
7092,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Timeout,150.0%
7093,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Grouper,100.0%
7094,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.IgnoredKeywordWarning,0.0%
7095,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook._BoundMethodProxy,25.93%
7096,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.maxdict,100.0%
7097,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.CallbackRegistry,57.14%
7098,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.tofloat,100.0%
7099,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Sorter,0.0%
7100,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook._NestedClassGetter,0.0%
7101,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.__Full,83.33%
7102,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Scheduler,62.5%
7103,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.MemoryMonitor,54.17%
7104,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Stack,47.22%
7105,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.todate,75.0%
7106,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.toint,50.0%
7107,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Xlator,0.0%
7108,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.MatplotlibDeprecationWarning,0.0%
7109,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Idle,50.0%
7110,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.RingBuffer,50.0%
7111,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.converter,83.33%
7112,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.silent_list,80.0%
7113,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.tostr,0.0%
7114,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Token,0.0%
7115,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook._InstanceMethodPickler,100.0%
7116,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.myiter,88.89%
7117,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.todatetime,75.0%
7118,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Null,0.0%
7119,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.GetRealpathAndStat,100.0%
7120,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cbook.py,cbook.Bunch,100.0%
7121,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\cm.py,cm.ScalarMappable,39.29%
7122,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.EventCollection,11.11%
7123,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.PathCollection,66.67%
7124,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.QuadMesh,30.0%
7125,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.CircleCollection,50.0%
7126,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.RegularPolyCollection,28.13%
7127,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.PolyCollection,50.0%
7128,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.PatchCollection,50.0%
7129,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.BrokenBarHCollection,0.0%
7130,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.StarPolygonCollection,0.0%
7131,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.LineCollection,16.67%
7132,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections._CollectionWithSizes,46.67%
7133,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.Collection,5.85%
7134,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.EllipseCollection,54.17%
7135,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.TriMesh,28.57%
7136,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\collections.py,collections.AsteriskPolygonCollection,0.0%
7137,D:\thesis2\9 project\boto\boto\boto\__init__.py,NullHandler,0.0%
7138,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colorbar.py,colorbar.Colorbar,21.67%
7139,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colorbar.py,colorbar.ColorbarBase,12.83%
7140,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colorbar.py,colorbar.ColorbarPatch,57.14%
7141,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.Normalize,92.86%
7142,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.LightSource,23.81%
7143,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.LinearSegmentedColormap,37.5%
7144,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.Colormap,36.36%
7145,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.ListedColormap,60.0%
7146,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.ColorConverter,33.33%
7147,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.SymLogNorm,41.67%
7148,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.PowerNorm,73.33%
7149,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.LogNorm,100.0%
7150,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.BoundaryNorm,72.22%
7151,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\colors.py,colors.NoNorm,0.0%
7152,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\container.py,container.BarContainer,100.0%
7153,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\container.py,container.StemContainer,100.0%
7154,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\container.py,container.Container,20.0%
7155,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\container.py,container.ErrorbarContainer,100.0%
7156,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\contour.py,contour.ContourSet,13.89%
7157,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\contour.py,contour.ClabelText,0.0%
7158,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\contour.py,contour.QuadContourSet,30.3%
7159,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\contour.py,contour.ContourLabeler,12.0%
7160,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.AutoDateLocator,25.93%
7161,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates._UTC,0.0%
7162,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.AutoDateFormatter,112.5%
7163,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.DateLocator,28.57%
7164,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.IndexDateFormatter,100.0%
7165,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.MonthLocator,100.0%
7166,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.RRuleLocator,42.86%
7167,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.DateFormatter,40.0%
7168,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.WeekdayLocator,100.0%
7169,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.strpdate2num,100.0%
7170,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.MinuteLocator,0.0%
7171,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.rrulewrapper,66.67%
7172,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.HourLocator,0.0%
7173,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.DayLocator,100.0%
7174,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.YearLocator,75.0%
7175,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.MicrosecondLocator,33.33%
7176,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.DateConverter,0.0%
7177,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dates.py,dates.SecondLocator,0.0%
7178,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\docstring.py,docstring.Appender,150.0%
7179,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\docstring.py,docstring.Substitution,75.0%
7180,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.Tfm,83.33%
7181,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.Dvi,19.77%
7182,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.Vf,26.05%
7183,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.Encoding,33.33%
7184,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.PsfontsMap,37.5%
7185,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\dviread.py,dviread.DviFont,37.5%
7186,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\figure.py,figure.SubplotParams,38.1%
7187,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\figure.py,figure.AxesStack,20.0%
7188,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\figure.py,figure.Figure,7.75%
7189,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\fontconfig_pattern.py,fontconfig_pattern.FontconfigPatternParser,16.16%
7190,D:\thesis2\9 project\boto\boto\boto\awslambda\exceptions.py,exceptions.InvalidRequestContentException,0.0%
7191,D:\thesis2\9 project\boto\boto\boto\awslambda\exceptions.py,exceptions.ResourceNotFoundException,0.0%
7192,D:\thesis2\9 project\boto\boto\boto\awslambda\exceptions.py,exceptions.InvalidParameterValueException,0.0%
7193,D:\thesis2\9 project\boto\boto\boto\awslambda\exceptions.py,exceptions.ServiceException,0.0%
7194,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\font_manager.py,font_manager.FontEntry,92.86%
7195,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\font_manager.py,font_manager.FontProperties,8.36%
7196,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\font_manager.py,font_manager.TempCache,58.33%
7197,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\font_manager.py,font_manager.FontManager,14.17%
7198,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\gridspec.py,gridspec.GridSpec,25.71%
7199,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\gridspec.py,gridspec.GridSpecFromSubplotSpec,77.78%
7200,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\gridspec.py,gridspec.GridSpecBase,25.0%
7201,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\gridspec.py,gridspec.SubplotSpec,66.67%
7202,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.Circles,100.0%
7203,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.SmallCircles,50.0%
7204,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.VerticalHatch,75.0%
7205,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.LargeCircles,50.0%
7206,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.HorizontalHatch,75.0%
7207,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.Shapes,71.43%
7208,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.Stars,60.0%
7209,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.SouthEastHatch,75.0%
7210,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.SmallFilledCircles,33.33%
7211,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.NorthEastHatch,75.0%
7212,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\hatch.py,hatch.HatchPatternBase,0.0%
7213,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image.FigureImage,20.99%
7214,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image.NonUniformImage,15.15%
7215,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image.PcolorImage,30.16%
7216,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image.BboxImage,20.83%
7217,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image.AxesImage,21.25%
7218,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\image.py,image._AxesImageBase,9.95%
7219,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend.py,legend.DraggableLegend,46.67%
7220,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend.py,legend.Legend,6.62%
7221,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerPathCollection,0.0%
7222,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerNpoints,66.67%
7223,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerErrorbar,66.67%
7224,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerBase,35.71%
7225,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerPolyCollection,0.0%
7226,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerStem,50.0%
7227,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerLine2D,0.0%
7228,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerNpointsYoffsets,100.0%
7229,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerPatch,0.0%
7230,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerCircleCollection,0.0%
7231,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerLineCollection,33.33%
7232,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerTuple,0.0%
7233,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\legend_handler.py,legend_handler.HandlerRegularPolyCollection,25.0%
7234,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\lines.py,lines.Line2D,3.99%
7235,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\lines.py,lines.VertexSelector,44.44%
7236,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\markers.py,markers.MarkerStyle,10.58%
7237,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.AutoHeightChar,100.0%
7238,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.TruetypeFonts,12.5%
7239,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.NegFill,0.0%
7240,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Hrule,0.0%
7241,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.NegFil,0.0%
7242,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Accent,42.5%
7243,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.HCentered,0.0%
7244,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.State,54.17%
7245,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendCairo,55.0%
7246,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.VCentered,0.0%
7247,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.StixFonts,22.22%
7248,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Fil,0.0%
7249,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Node,28.57%
7250,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendPs,55.0%
7251,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathTextParser,25.0%
7252,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendAgg,35.71%
7253,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.StandardPsFonts,26.67%
7254,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendBitmap,0.0%
7255,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendPath,55.0%
7256,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Hlist,38.1%
7257,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.AutoWidthChar,100.0%
7258,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.BakomaFonts,46.67%
7259,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Box,62.5%
7260,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathTextWarning,0.0%
7261,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.StixSansFonts,0.0%
7262,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Parser,2.76%
7263,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.GlueSpec,55.56%
7264,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Fonts,18.06%
7265,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.List,34.85%
7266,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Rule,100.0%
7267,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Kern,31.25%
7268,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Vbox,0.0%
7269,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.SsGlue,0.0%
7270,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendPdf,55.0%
7271,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Filll,0.0%
7272,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.NegFilll,0.0%
7273,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackend,33.33%
7274,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Glue,55.56%
7275,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Vrule,0.0%
7276,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.MathtextBackendSvg,55.0%
7277,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Char,46.59%
7278,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.CachedFont,66.67%
7279,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.SubSuperCluster,100.0%
7280,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.UnicodeFonts,37.5%
7281,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Fill,0.0%
7282,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Ship,64.29%
7283,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Vlist,50.0%
7284,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mathtext.py,mathtext.Hbox,0.0%
7285,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatFormatStr,100.0%
7286,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatFloat,58.33%
7287,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatBool,0.0%
7288,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatDatetime,0.0%
7289,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatInt,0.0%
7290,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatString,0.0%
7291,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.GaussianKDE,38.46%
7292,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatObj,25.0%
7293,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatMillions,0.0%
7294,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatThousands,0.0%
7295,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatDate,50.0%
7296,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FH,83.33%
7297,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.PCA,40.0%
7298,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\mlab.py,mlab.FormatPercent,0.0%
7299,D:\thesis2\9 project\boto\boto\boto\awslambda\layer1.py,layer1.AWSLambdaConnection,5.95%
7300,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.HPacker,50.0%
7301,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.DrawingArea,26.67%
7302,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.OffsetBox,18.67%
7303,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.TextArea,23.08%
7304,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.PackerBase,100.0%
7305,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.AnnotationBbox,23.33%
7306,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.DraggableOffsetBox,66.67%
7307,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.DraggableAnnotation,56.25%
7308,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.OffsetImage,20.0%
7309,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.AnchoredOffsetbox,18.06%
7310,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.AnchoredText,100.0%
7311,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.DraggableBase,25.71%
7312,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.PaddedBox,44.0%
7313,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.AuxTransformBox,31.48%
7314,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\offsetbox.py,offsetbox.VPacker,50.0%
7315,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Round4,100.0%
7316,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Angle,100.0%
7317,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Polygon,23.81%
7318,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.FancyBboxPatch,27.49%
7319,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches._Curve,66.67%
7320,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.BoxStyle,0.0%
7321,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Circle,100.0%
7322,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.RArrow,0.0%
7323,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Rectangle,28.4%
7324,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.ConnectionStyle,0.0%
7325,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.CurveFilledAB,0.0%
7326,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.ArrowStyle,0.0%
7327,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.Sawtooth,66.67%
7328,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.RegularPolygon,16.92%
7329,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches._Style,25.0%
7330,D:\thesis2\9 project\matplotlib\matplotlib\lib\matplotlib\patches.py,patches.FancyArrowPatch,12.43%
